10 982.000000
50 9355962314.000000
100 60714605115414233088.000000
150 233358402537301376892986720256.000000
200 57039066597209095367324712727912382464.000000
250 113070756808063418859094563403997926600885665792.000000
300 252200596017331841699348141508385676611873335140390273024.000000
500 5958588431483535738813181088185594831412946878697695431407690090353425310427647573872387031040.000000
